Temperature,Stage,Development_Time,Switch,Temp1,Temp2,Switch_Stage,Switch_Times,Exact_Time,Start_Time,Exact_Switch_Time,weekday_exact,time_exact,weekday_switch,time_switch
26.0,30,71.7207512622414,True,26.0,28.0,7.0,3.531403026684842,2024-09-19 08:43:14.704544,2024-09-16 09:00:00,2024-09-16 12:31:53.050896,3,08:43:14.704544,0.0,12:31:53.050896
26.0,30,71.77611306268005,True,26.0,28.0,9.0,5.2966773917274015,2024-09-19 08:46:34.007026,2024-09-16 09:00:00,2024-09-16 14:17:48.038610,3,08:46:34.007026,0.0,14:17:48.038610
26.0,30,71.90253638444615,True,26.0,28.0,11.0,8.286593109090555,2024-09-19 08:54:09.130984,2024-09-16 09:00:00,2024-09-16 17:17:11.735193,3,08:54:09.130984,0.0,17:17:11.735193
26.0,30,71.95509985836387,True,26.0,28.0,12.0,10.25960597437187,2024-09-19 08:57:18.359490,2024-09-16 09:00:00,2024-09-16 19:15:34.581508,3,08:57:18.359490,0.0,19:15:34.581508
26.0,30,72.23315327666423,True,26.0,28.0,14.0,14.948304910896873,2024-09-19 09:13:59.351796,2024-09-16 09:00:00,2024-09-16 23:56:53.897679,3,09:13:59.351796,0.0,23:56:53.897679
26.0,30,72.2775427283728,True,26.0,28.0,15.0,17.507005440871744,2024-09-19 09:16:39.153822,2024-09-16 09:00:00,2024-09-17 02:30:25.219587,3,09:16:39.153822,1.0,02:30:25.219587
26.0,30,72.30360398578433,True,26.0,28.0,19.0,27.25203623255541,2024-09-19 09:18:12.974349,2024-09-16 09:00:00,2024-09-17 12:15:07.330437,3,09:18:12.974349,1.0,12:15:07.330437
26.0,30,72.65115834748501,True,26.0,28.0,13.0,13.10577846334624,2024-09-19 09:39:04.170051,2024-09-16 09:00:00,2024-09-16 22:06:20.802468,3,09:39:04.170051,0.0,22:06:20.802468
26.0,30,72.8118228507368,True,26.0,28.0,16.0,20.863920810085162,2024-09-19 09:48:42.562263,2024-09-16 09:00:00,2024-09-17 05:51:50.114916,3,09:48:42.562263,1.0,05:51:50.114916
26.0,30,73.09078574119496,True,26.0,28.0,18.0,25.959047947073508,2024-09-19 10:05:26.828668,2024-09-16 09:00:00,2024-09-17 10:57:32.572609,3,10:05:26.828668,1.0,10:57:32.572609
26.0,30,73.59284072888707,True,26.0,28.0,21.0,33.74777593969114,2024-09-19 10:35:34.226624,2024-09-16 09:00:00,2024-09-17 18:44:51.993383,3,10:35:34.226624,1.0,18:44:51.993383
26.0,30,74.34489663392087,True,26.0,28.0,20.0,31.809911477547047,2024-09-19 11:20:41.627882,2024-09-16 09:00:00,2024-09-17 16:48:35.681319,3,11:20:41.627882,1.0,16:48:35.681319
26.0,30,74.52259065181157,True,26.0,28.0,17.0,25.265772136385984,2024-09-19 11:31:21.326347,2024-09-16 09:00:00,2024-09-17 10:15:56.779691,3,11:31:21.326347,1.0,10:15:56.779691
28.0,30,74.53524567646024,True,28.0,26.0,28.0,56.92303889433876,2024-09-19 11:32:06.884435,2024-09-16 09:00:00,2024-09-18 17:55:22.940020,3,11:32:06.884435,2.0,17:55:22.940020
28.0,30,74.53626551072632,True,28.0,26.0,25.0,43.688278922063105,2024-09-19 11:32:10.555839,2024-09-16 09:00:00,2024-09-18 04:41:17.804119,3,11:32:10.555839,2.0,04:41:17.804119
28.0,30,74.5910310199363,True,28.0,26.0,27.0,51.54039487453069,2024-09-19 11:35:27.711672,2024-09-16 09:00:00,2024-09-18 12:32:25.421548,3,11:35:27.711672,2.0,12:32:25.421548
28.0,30,74.67049993339661,True,28.0,26.0,26.0,47.408750922504964,2024-09-19 11:40:13.799760,2024-09-16 09:00:00,2024-09-18 08:24:31.503321,3,11:40:13.799760,2.0,08:24:31.503321
26.0,30,74.7312457422964,True,26.0,28.0,24.0,43.66750325308561,2024-09-19 11:43:52.484672,2024-09-16 09:00:00,2024-09-18 04:40:03.011711,3,11:43:52.484672,2.0,04:40:03.011711
26.0,30,75.159519124038,True,26.0,28.0,22.0,38.144145542937295,2024-09-19 12:09:34.268847,2024-09-16 09:00:00,2024-09-17 23:08:38.923955,3,12:09:34.268847,1.0,23:08:38.923955
26.0,30,75.26595325449915,True,26.0,28.0,23.0,41.092351635372474,2024-09-19 12:15:57.431716,2024-09-16 09:00:00,2024-09-18 02:05:32.465887,3,12:15:57.431716,2.0,02:05:32.465887
28.0,30,77.02991159683663,True,28.0,26.0,23.0,36.96195664714273,2024-09-19 14:01:47.681749,2024-09-16 09:00:00,2024-09-17 21:57:43.043930,3,14:01:47.681749,1.0,21:57:43.043930
28.0,30,77.13634572729777,True,28.0,26.0,22.0,34.120184685168695,2024-09-19 14:08:10.844618,2024-09-16 09:00:00,2024-09-17 19:07:12.664867,3,14:08:10.844618,1.0,19:07:12.664867
28.0,30,77.56461910903937,True,28.0,26.0,24.0,40.07181577705862,2024-09-19 14:33:52.628793,2024-09-16 09:00:00,2024-09-18 01:04:18.536797,3,14:33:52.628793,2.0,01:04:18.536797
26.0,30,77.62536491793915,True,26.0,28.0,26.0,53.89855757417472,2024-09-19 14:37:31.313705,2024-09-16 09:00:00,2024-09-18 14:53:54.807267,3,14:37:31.313705,2.0,14:53:54.807267
26.0,30,77.70483383139947,True,26.0,28.0,27.0,58.10967043966076,2024-09-19 14:42:17.401793,2024-09-16 09:00:00,2024-09-18 19:06:34.813583,3,14:42:17.401793,2.0,19:06:34.813583
26.0,30,77.75959934060944,True,26.0,28.0,25.0,50.31231999640315,2024-09-19 14:45:34.557626,2024-09-16 09:00:00,2024-09-18 11:18:44.351987,3,14:45:34.557626,2.0,11:18:44.351987
26.0,30,77.76061917487553,True,26.0,28.0,28.0,63.54809980294489,2024-09-19 14:45:38.229030,2024-09-16 09:00:00,2024-09-19 00:32:53.159291,3,14:45:38.229030,3.0,00:32:53.159291
28.0,30,77.7732741995242,True,28.0,26.0,17.0,21.878739750843813,2024-09-19 14:46:23.787118,2024-09-16 09:00:00,2024-09-17 06:52:43.463103,3,14:46:23.787118,1.0,06:52:43.463103
28.0,30,77.9509682174149,True,28.0,26.0,20.0,28.600573109895578,2024-09-19 14:57:03.485583,2024-09-16 09:00:00,2024-09-17 13:36:02.063196,3,14:57:03.485583,1.0,13:36:02.063196
28.0,30,78.70302412244871,True,28.0,26.0,21.0,31.290493477073476,2024-09-19 15:42:10.886841,2024-09-16 09:00:00,2024-09-17 16:17:25.776517,3,15:42:10.886841,1.0,16:17:25.776517
28.0,30,79.2050791101408,True,28.0,26.0,18.0,24.00382047214794,2024-09-19 16:12:18.284797,2024-09-16 09:00:00,2024-09-17 09:00:13.753700,3,16:12:18.284797,1.0,09:00:13.753700
28.0,30,79.48404200059898,True,28.0,26.0,16.0,19.187656225617765,2024-09-19 16:29:02.551202,2024-09-16 09:00:00,2024-09-17 04:11:15.562412,3,16:29:02.551202,1.0,04:11:15.562412
28.0,30,79.64470650385076,True,28.0,26.0,13.0,11.590178382130633,2024-09-19 16:38:40.943414,2024-09-16 09:00:00,2024-09-16 20:35:24.642176,3,16:38:40.943414,0.0,20:35:24.642176
28.0,30,79.99226086555143,True,28.0,26.0,19.0,26.083990513040476,2024-09-19 16:59:32.139116,2024-09-16 09:00:00,2024-09-17 11:05:02.365847,3,16:59:32.139116,1.0,11:05:02.365847
28.0,30,80.01832212296297,True,28.0,26.0,15.0,16.365020978768353,2024-09-19 17:01:05.959643,2024-09-16 09:00:00,2024-09-17 01:21:54.075524,3,17:01:05.959643,1.0,01:21:54.075524
28.0,30,80.06271157467155,True,28.0,26.0,14.0,13.850709900502048,2024-09-19 17:03:45.761669,2024-09-16 09:00:00,2024-09-16 22:51:02.555642,3,17:03:45.761669,0.0,22:51:02.555642
28.0,30,80.3407649929719,True,28.0,26.0,12.0,9.440064382277397,2024-09-19 17:20:26.753975,2024-09-16 09:00:00,2024-09-16 18:26:24.231776,3,17:20:26.753975,0.0,18:26:24.231776
28.0,30,80.39332846688961,True,28.0,26.0,11.0,7.519614990913812,2024-09-19 17:23:35.982481,2024-09-16 09:00:00,2024-09-16 16:31:10.613967,3,17:23:35.982481,0.0,16:31:10.613967
28.0,30,80.51975178865571,True,28.0,26.0,9.0,4.656122595316741,2024-09-19 17:31:11.106439,2024-09-16 09:00:00,2024-09-16 13:39:22.041343,3,17:31:11.106439,0.0,13:39:22.041343
28.0,30,80.57511358909437,True,28.0,26.0,7.0,2.9462100307128516,2024-09-19 17:34:30.408921,2024-09-16 09:00:00,2024-09-16 11:56:46.356111,3,17:34:30.408921,0.0,11:56:46.356111
28.0,30,80.60912107837059,True,28.0,26.0,6.0,2.362350010667016,2024-09-19 17:36:32.835882,2024-09-16 09:00:00,2024-09-16 11:21:44.460038,3,17:36:32.835882,0.0,11:21:44.460038
28.0,30,80.62497270668601,True,28.0,26.0,10.0,5.925451488105906,2024-09-19 17:37:29.901744,2024-09-16 09:00:00,2024-09-16 14:55:31.625357,3,17:37:29.901744,0.0,14:55:31.625357
28.0,30,80.65332717354745,True,28.0,26.0,5.0,1.8278452317527698,2024-09-19 17:39:11.977825,2024-09-16 09:00:00,2024-09-16 10:49:40.242834,3,17:39:11.977825,0.0,10:49:40.242834
28.0,30,80.70474372608373,True,28.0,26.0,4.0,1.3067156426447524,2024-09-19 17:42:17.077414,2024-09-16 09:00:00,2024-09-16 10:18:24.176314,3,17:42:17.077414,0.0,10:18:24.176314
28.0,30,80.79959114597085,True,28.0,26.0,8.0,3.6726395704164894,2024-09-19 17:47:58.528125,2024-09-16 09:00:00,2024-09-16 12:40:21.502453,3,17:47:58.528125,0.0,12:40:21.502453
28.0,30,80.87973561947192,True,28.0,26.0,3.0,0.8005315220216386,2024-09-19 17:52:47.048230,2024-09-16 09:00:00,2024-09-16 09:48:01.913479,3,17:52:47.048230,0.0,09:48:01.913479
28.0,30,81.01468110399054,True,28.0,26.0,2.0,0.3666016353650159,2024-09-19 18:00:52.851974,2024-09-16 09:00:00,2024-09-16 09:21:59.765887,3,18:00:52.851974,0.0,09:21:59.765887
28.0,30,81.10428528459657,True,28.0,26.0,1.0,0.07756227959373074,2024-09-19 18:06:15.427025,2024-09-16 09:00:00,2024-09-16 09:04:39.224207,3,18:06:15.427025,0.0,09:04:39.224207
26.0,30,81.16030658506637,False,,,,,2024-09-19 18:09:37.103706,2024-09-16 09:00:00,,3,18:09:37.103706,,
28.0,30,81.16030658506637,True,28.0,26.0,0.0,0.0,2024-09-19 18:09:37.103706,2024-09-16 09:00:00,2024-09-16 09:00:00.000000,3,18:09:37.103706,0.0,09:00:00
26.0,30,82.12062998661676,True,26.0,28.0,29.0,74.65792373121776,2024-09-19 19:07:14.267952,2024-09-16 09:00:00,2024-09-19 11:39:28.525432,3,19:07:14.267952,3.0,11:39:28.525432
20.0,30,97.93948468601214,True,20.0,18.0,26.0,83.2186892080825,2024-09-20 10:56:22.144870,2024-09-16 09:00:00,2024-09-19 20:13:07.281149,4,10:56:22.144870,3.0,20:13:07.281149
20.0,30,98.72863170740683,True,20.0,18.0,27.0,89.81081417981581,2024-09-20 11:43:43.074147,2024-09-16 09:00:00,2024-09-20 02:48:38.931047,4,11:43:43.074147,4.0,02:48:38.931047
20.0,30,100.31388904898586,True,20.0,18.0,28.0,94.61440065592087,2024-09-20 13:18:50.000576,2024-09-16 09:00:00,2024-09-20 07:36:51.842361,4,13:18:50.000576,4.0,07:36:51.842361
20.0,30,100.95093793010338,True,20.0,18.0,25.0,74.53808636687279,2024-09-20 13:57:03.376548,2024-09-16 09:00:00,2024-09-19 11:32:17.110921,4,13:57:03.376548,3.0,11:32:17.110921
20.0,30,101.91665176941481,True,20.0,18.0,29.0,98.79875419798434,2024-09-20 14:54:59.946370,2024-09-16 09:00:00,2024-09-20 11:47:55.515113,4,14:54:59.946370,4.0,11:47:55.515113
20.0,30,103.55929980215483,False,,,,,2024-09-20 16:33:33.479288,2024-09-16 09:00:00,,4,16:33:33.479288,,
18.0,30,103.55929980215483,True,18.0,20.0,0.0,0.0,2024-09-20 16:33:33.479288,2024-09-16 09:00:00,2024-09-16 09:00:00.000000,4,16:33:33.479288,0.0,09:00:00
18.0,30,103.55929980215483,True,18.0,20.0,1.0,0.0,2024-09-20 16:33:33.479288,2024-09-16 09:00:00,2024-09-16 09:00:00.000000,4,16:33:33.479288,0.0,09:00:00
18.0,30,103.55929980215483,True,18.0,20.0,2.0,0.0,2024-09-20 16:33:33.479288,2024-09-16 09:00:00,2024-09-16 09:00:00.000000,4,16:33:33.479288,0.0,09:00:00
18.0,30,103.84743087139566,True,18.0,20.0,3.0,0.288131069240837,2024-09-20 16:50:50.751137,2024-09-16 09:00:00,2024-09-16 09:17:17.271849,4,16:50:50.751137,0.0,09:17:17.271849
20.0,30,104.24447038121615,True,20.0,18.0,24.0,65.08537294439735,2024-09-20 17:14:40.093372,2024-09-16 09:00:00,2024-09-19 02:05:07.342600,4,17:14:40.093372,3.0,02:05:07.342600
18.0,30,104.58382823740659,True,18.0,20.0,4.0,1.0245284352517672,2024-09-20 17:35:01.781655,2024-09-16 09:00:00,2024-09-16 10:01:28.302367,4,17:35:01.781655,0.0,10:01:28.302367
18.0,30,104.80844413298527,True,18.0,20.0,5.0,1.9958547647664506,2024-09-20 17:48:30.398879,2024-09-16 09:00:00,2024-09-16 10:59:45.077153,4,17:48:30.398879,0.0,10:59:45.077153
18.0,30,105.01381211211333,True,18.0,20.0,6.0,3.1809430792268643,2024-09-20 18:00:49.723604,2024-09-16 09:00:00,2024-09-16 12:10:51.395085,4,18:00:49.723604,0.0,12:10:51.395085
20.0,30,105.16105327362088,True,20.0,18.0,23.0,56.451842158804425,2024-09-20 18:09:39.791785,2024-09-16 09:00:00,2024-09-18 17:27:06.631772,4,18:09:39.791785,2.0,17:27:06.631772
18.0,30,105.21547058038989,True,18.0,20.0,7.0,4.567141433576214,2024-09-20 18:12:55.694089,2024-09-16 09:00:00,2024-09-16 13:34:01.709161,4,18:12:55.694089,0.0,13:34:01.709161
18.0,30,105.41195766759776,True,18.0,20.0,8.0,6.148718473408113,2024-09-20 18:24:43.047603,2024-09-16 09:00:00,2024-09-16 15:08:55.386504,4,18:24:43.047603,0.0,15:08:55.386504
20.0,30,105.59229326328398,True,20.0,18.0,22.0,49.15336024238526,2024-09-20 18:35:32.255748,2024-09-16 09:00:00,2024-09-18 10:09:12.096873,4,18:35:32.255748,2.0,10:09:12.096873
18.0,30,105.59842199914738,True,18.0,20.0,9.0,7.924623949797507,2024-09-20 18:35:54.319197,2024-09-16 09:00:00,2024-09-16 16:55:28.646219,4,18:35:54.319197,0.0,16:55:28.646219
18.0,30,105.7709009620161,True,18.0,20.0,10.0,9.896166474497463,2024-09-20 18:46:15.243463,2024-09-16 09:00:00,2024-09-16 18:53:46.199308,4,18:46:15.243463,0.0,18:53:46.199308
18.0,30,105.92925318737304,True,18.0,20.0,11.0,12.06530209193749,2024-09-20 18:55:45.311475,2024-09-16 09:00:00,2024-09-16 21:03:55.087531,4,18:55:45.311475,0.0,21:03:55.087531
20.0,30,106.04001805111531,True,20.0,18.0,21.0,43.039348551752774,2024-09-20 19:02:24.064984,2024-09-16 09:00:00,2024-09-18 04:02:21.654786,4,19:02:24.064984,2.0,04:02:21.654786
18.0,30,106.07824343939977,True,18.0,20.0,12.0,14.434048270882329,2024-09-20 19:04:41.676382,2024-09-16 09:00:00,2024-09-16 23:26:02.573775,4,19:04:41.676382,0.0,23:26:02.573775
18.0,30,106.2267596913965,True,18.0,20.0,13.0,17.005201454903037,2024-09-20 19:13:36.334889,2024-09-16 09:00:00,2024-09-17 02:00:18.725238,4,19:13:36.334889,1.0,02:00:18.725238
18.0,30,106.38627294936175,True,18.0,20.0,14.0,19.78424596725867,2024-09-20 19:23:10.582618,2024-09-16 09:00:00,2024-09-17 04:47:03.285482,4,19:23:10.582618,1.0,04:47:03.285482
20.0,30,106.41006411224939,True,20.0,18.0,20.0,37.87462441098541,2024-09-20 19:24:36.230804,2024-09-16 09:00:00,2024-09-17 22:52:28.647880,4,19:24:36.230804,1.0,22:52:28.647880
18.0,30,106.57056210634445,True,18.0,20.0,15.0,22.78233041808332,2024-09-20 19:34:14.023583,2024-09-16 09:00:00,2024-09-17 07:46:56.389505,4,19:34:14.023583,1.0,07:46:56.389505
20.0,30,106.77989380172875,True,20.0,18.0,19.0,33.43810337778286,2024-09-20 19:46:47.617686,2024-09-16 09:00:00,2024-09-17 18:26:17.172160,4,19:46:47.617686,1.0,18:26:17.172160
18.0,30,106.79554508015687,True,18.0,20.0,16.0,26.02042729552695,2024-09-20 19:47:43.962289,2024-09-16 09:00:00,2024-09-17 11:01:13.538264,4,19:47:43.962289,1.0,11:01:13.538264
18.0,30,107.07399090690723,True,18.0,20.0,17.0,29.53472084141339,2024-09-20 20:04:26.367265,2024-09-16 09:00:00,2024-09-17 14:32:04.995029,4,20:04:26.367265,1.0,14:32:04.995029
20.0,30,107.14491191627963,True,20.0,18.0,18.0,29.536705038209483,2024-09-20 20:08:41.682899,2024-09-16 09:00:00,2024-09-17 14:32:12.138138,4,20:08:41.682899,1.0,14:32:12.138138
18.0,30,107.40523318153643,True,18.0,20.0,18.0,33.38263841759109,2024-09-20 20:24:18.839454,2024-09-16 09:00:00,2024-09-17 18:22:57.498303,4,20:24:18.839454,1.0,18:22:57.498303
20.0,30,107.47615419090884,True,20.0,18.0,17.0,26.020029736660987,2024-09-20 20:28:34.155087,2024-09-16 09:00:00,2024-09-17 11:01:12.107052,4,20:28:34.155087,1.0,11:01:12.107052
20.0,30,107.7546000176592,True,20.0,18.0,16.0,22.784182017524913,2024-09-20 20:45:16.560064,2024-09-16 09:00:00,2024-09-17 07:47:03.055263,4,20:45:16.560064,1.0,07:47:03.055263
18.0,30,107.77025129608732,True,18.0,20.0,19.0,37.649054871715364,2024-09-20 20:46:12.904666,2024-09-16 09:00:00,2024-09-17 22:38:56.597538,4,20:46:12.904666,1.0,22:38:56.597538
20.0,30,107.97958299147162,True,20.0,18.0,15.0,19.77106811389369,2024-09-20 20:58:46.498769,2024-09-16 09:00:00,2024-09-17 04:46:15.845210,4,20:58:46.498769,1.0,04:46:15.845210
18.0,30,108.14008098556667,True,18.0,20.0,20.0,42.45540559439726,2024-09-20 21:08:24.291548,2024-09-16 09:00:00,2024-09-18 03:27:19.460140,4,21:08:24.291548,2.0,03:27:19.460140
20.0,30,108.16387214845432,True,20.0,18.0,14.0,16.95727282005174,2024-09-20 21:09:49.939734,2024-09-16 09:00:00,2024-09-17 01:57:26.182152,4,21:09:49.939734,1.0,01:57:26.182152
20.0,30,108.32338540641958,True,20.0,18.0,13.0,14.337741565661378,2024-09-20 21:19:24.187463,2024-09-16 09:00:00,2024-09-16 23:20:15.869636,4,21:19:24.187463,0.0,23:20:15.869636
20.0,30,108.4719016584163,True,20.0,18.0,12.0,11.915104633637384,2024-09-20 21:28:18.845970,2024-09-16 09:00:00,2024-09-16 20:54:54.376681,4,21:28:18.845970,0.0,20:54:54.376681
18.0,30,108.51012704670077,True,18.0,20.0,21.0,47.990175796298715,2024-09-20 21:30:36.457368,2024-09-16 09:00:00,2024-09-18 08:59:24.632867,4,21:30:36.457368,2.0,08:59:24.632867
20.0,30,108.62089191044304,True,20.0,18.0,11.0,9.695348706719283,2024-09-20 21:37:15.210878,2024-09-16 09:00:00,2024-09-16 18:41:43.255344,4,21:37:15.210878,0.0,18:41:43.255344
20.0,30,108.77924413579997,True,20.0,18.0,10.0,7.684565314636188,2024-09-20 21:46:45.278889,2024-09-16 09:00:00,2024-09-16 16:41:04.435133,4,21:46:45.278889,0.0,16:41:04.435133
20.0,30,108.9517230986687,True,20.0,18.0,9.0,5.885501752804958,2024-09-20 21:57:06.203155,2024-09-16 09:00:00,2024-09-16 14:53:07.806310,4,21:57:06.203155,0.0,14:53:07.806310
18.0,30,108.95785183453211,True,18.0,20.0,22.0,54.551912274762536,2024-09-20 21:57:28.266604,2024-09-16 09:00:00,2024-09-18 15:33:06.884189,4,21:57:28.266604,2.0,15:33:06.884189
20.0,30,109.13818743021831,True,20.0,18.0,8.0,4.296060607965172,2024-09-20 22:08:17.474749,2024-09-16 09:00:00,2024-09-16 13:17:45.818189,4,22:08:17.474749,0.0,13:17:45.818189
20.0,30,109.33467451742618,True,20.0,18.0,7.0,2.9109706553411456,2024-09-20 22:20:04.828263,2024-09-16 09:00:00,2024-09-16 11:54:39.494359,4,22:20:04.828263,0.0,11:54:39.494359
18.0,30,109.38909182419519,True,18.0,20.0,23.0,62.28163418084479,2024-09-20 22:23:20.730567,2024-09-16 09:00:00,2024-09-18 23:16:53.883051,4,22:23:20.730567,2.0,23:16:53.883051
20.0,30,109.53633298570273,True,20.0,18.0,6.0,1.7264307692683545,2024-09-20 22:32:10.798749,2024-09-16 09:00:00,2024-09-16 10:43:35.150769,4,22:32:10.798749,0.0,10:43:35.150769
20.0,30,109.7417009648308,True,20.0,18.0,5.0,0.7467104339359967,2024-09-20 22:44:30.123473,2024-09-16 09:00:00,2024-09-16 09:44:48.157562,4,22:44:30.123473,0.0,09:44:48.157562
20.0,30,109.96631686040948,True,20.0,18.0,4.0,0.0,2024-09-20 22:57:58.740697,2024-09-16 09:00:00,2024-09-16 09:00:00.000000,4,22:57:58.740697,0.0,09:00:00
18.0,30,110.30567471659992,True,18.0,20.0,24.0,71.83174785884245,2024-09-20 23:18:20.428980,2024-09-16 09:00:00,2024-09-19 08:49:54.292292,4,23:18:20.428980,3.0,08:49:54.292292
20.0,30,110.70271422642041,True,20.0,18.0,3.0,0.0,2024-09-20 23:42:09.771215,2024-09-16 09:00:00,2024-09-16 09:00:00.000000,4,23:42:09.771215,0.0,09:00:00
18.0,30,110.99084529566125,False,,,,,2024-09-20 23:59:27.043064,2024-09-16 09:00:00,,4,23:59:27.043064,,
20.0,30,110.99084529566125,True,20.0,18.0,0.0,0.0,2024-09-20 23:59:27.043064,2024-09-16 09:00:00,2024-09-16 09:00:00.000000,4,23:59:27.043064,0.0,09:00:00
20.0,30,110.99084529566125,True,20.0,18.0,1.0,0.0,2024-09-20 23:59:27.043064,2024-09-16 09:00:00,2024-09-16 09:00:00.000000,4,23:59:27.043064,0.0,09:00:00
20.0,30,110.99084529566125,True,20.0,18.0,2.0,0.0,2024-09-20 23:59:27.043064,2024-09-16 09:00:00,2024-09-16 09:00:00.000000,4,23:59:27.043064,0.0,09:00:00
32.0,40,160.1440413585143,True,32.0,28.0,36.0,88.14695409952253,2024-09-23 01:08:38.548891,2024-09-16 09:00:00,2024-09-20 01:08:49.034758,0,01:08:38.548891,4.0,01:08:49.034758
28.0,40,160.18864361296806,True,28.0,32.0,27.0,51.54039487453069,2024-09-23 01:11:19.117007,2024-09-16 09:00:00,2024-09-18 12:32:25.421548,0,01:11:19.117007,2.0,12:32:25.421548
32.0,40,161.19522407699918,True,32.0,28.0,35.0,79.00326566877365,2024-09-23 02:11:42.806677,2024-09-16 09:00:00,2024-09-19 16:00:11.756408,0,02:11:42.806677,3.0,16:00:11.756408
28.0,40,162.50216032463467,True,28.0,32.0,28.0,56.92303889433876,2024-09-23 03:30:07.777169,2024-09-16 09:00:00,2024-09-18 17:55:22.940020,0,03:30:07.777169,2.0,17:55:22.940020
32.0,40,163.2654637758748,True,32.0,28.0,34.0,71.37767938706088,2024-09-23 04:15:55.669593,2024-09-16 09:00:00,2024-09-19 08:22:39.645793,0,04:15:55.669593,3.0,08:22:39.645793
32.0,40,165.6324837861644,True,32.0,28.0,33.0,64.9054972246155,2024-09-23 06:37:56.941630,2024-09-16 09:00:00,2024-09-19 01:54:19.790009,0,06:37:56.941630,3.0,01:54:19.790009
28.0,40,165.71902891898915,True,28.0,32.0,29.0,63.6728520108704,2024-09-23 06:43:08.504108,2024-09-16 09:00:00,2024-09-19 00:40:22.267239,0,06:43:08.504108,3.0,00:40:22.267239
32.0,40,166.7486519771237,True,32.0,28.0,32.0,59.29893151700321,2024-09-23 07:44:55.147118,2024-09-16 09:00:00,2024-09-18 20:17:56.153461,0,07:44:55.147118,2.0,20:17:56.153461
32.0,40,168.31086834014152,True,32.0,28.0,31.0,54.33939464891219,2024-09-23 09:18:39.126025,2024-09-16 09:00:00,2024-09-18 15:20:21.820736,0,09:18:39.126025,2.0,15:20:21.820736
28.0,40,169.18828190526284,True,28.0,32.0,30.0,71.1355582662694,2024-09-23 10:11:17.814859,2024-09-16 09:00:00,2024-09-19 08:08:08.009759,0,10:11:17.814859,3.0,08:08:08.009759
32.0,40,171.4367168270789,True,32.0,28.0,30.0,49.888824446444744,2024-09-23 12:26:12.180577,2024-09-16 09:00:00,2024-09-18 10:53:19.768007,0,12:26:12.180577,2.0,10:53:19.768007
28.0,40,172.3141303922002,True,28.0,32.0,31.0,78.7119769556742,2024-09-23 13:18:50.869412,2024-09-16 09:00:00,2024-09-19 15:42:43.117040,0,13:18:50.869412,3.0,15:42:43.117040
28.0,40,173.87634675521804,True,28.0,32.0,32.0,85.23373018678303,2024-09-23 14:52:34.848319,2024-09-16 09:00:00,2024-09-19 22:14:01.428672,0,14:52:34.848319,3.0,22:14:01.428672
32.0,40,174.90596981335258,True,32.0,28.0,29.0,45.89537117731945,2024-09-23 15:54:21.491328,2024-09-16 09:00:00,2024-09-18 06:53:43.336238,0,15:54:21.491328,2.0,06:53:43.336238
28.0,40,174.99251494617732,True,28.0,32.0,33.0,91.95646408535461,2024-09-23 15:59:33.053806,2024-09-16 09:00:00,2024-09-20 04:57:23.270707,0,15:59:33.053806,4.0,04:57:23.270707
28.0,40,177.35953495646694,True,28.0,32.0,34.0,100.79566625808962,2024-09-23 18:21:34.325843,2024-09-16 09:00:00,2024-09-20 13:47:44.398529,0,18:21:34.325843,4.0,13:47:44.398529
32.0,40,178.12283840770706,True,32.0,28.0,28.0,42.362426655142286,2024-09-23 19:07:22.218268,2024-09-16 09:00:00,2024-09-18 03:21:44.735959,0,19:07:22.218268,2.0,03:21:44.735959
28.0,40,179.42977465534256,True,28.0,32.0,35.0,110.49149223867802,2024-09-23 20:25:47.188759,2024-09-16 09:00:00,2024-09-20 23:29:29.372059,0,20:25:47.188759,4.0,23:29:29.372059
32.0,40,180.4363551193737,True,32.0,28.0,27.0,39.29329934700084,2024-09-23 21:26:10.878430,2024-09-16 09:00:00,2024-09-18 00:17:35.877649,0,21:26:10.878430,2.0,00:17:35.877649
32.0,40,181.91893133449796,True,32.0,28.0,26.0,36.644231610099375,2024-09-23 22:55:08.152804,2024-09-16 09:00:00,2024-09-17 21:38:39.233796,0,22:55:08.152804,1.0,21:38:39.233796
32.0,40,183.2948297890453,True,32.0,28.0,25.0,34.29965806420488,2024-09-24 00:17:41.387241,2024-09-16 09:00:00,2024-09-17 19:17:58.769031,1,00:17:41.387241,1.0,19:17:58.769031
32.0,40,184.63650005314182,True,32.0,28.0,24.0,32.024865183296896,2024-09-24 01:38:11.400191,2024-09-16 09:00:00,2024-09-17 17:01:29.514660,1,01:38:11.400191,1.0,17:01:29.514660
32.0,40,185.142514572705,True,32.0,28.0,23.0,29.421020572944215,2024-09-24 02:08:33.052462,2024-09-16 09:00:00,2024-09-17 14:25:15.674063,1,02:08:33.052462,1.0,14:25:15.674063
32.0,40,185.33292314765362,True,32.0,28.0,22.0,26.76965718591878,2024-09-24 02:19:58.523332,2024-09-16 09:00:00,2024-09-17 11:46:10.765869,1,02:19:58.523332,1.0,11:46:10.765869
32.0,40,185.59032873281183,True,32.0,28.0,21.0,24.197371562981772,2024-09-24 02:35:25.183438,2024-09-16 09:00:00,2024-09-17 09:11:50.537627,1,02:35:25.183438,1.0,09:11:50.537627
32.0,40,185.77225205769912,True,32.0,28.0,17.0,14.967541161639382,2024-09-24 02:46:20.107408,2024-09-16 09:00:00,2024-09-16 23:58:03.148182,1,02:46:20.107408,0.0,23:58:03.148182
