Temperature,Stage,Development_Time,Switch,Temp1,Temp2,Switch_Stage,Switch_Times,End_Time,Start_Time,Exact_Switch_Time
28.0,10,6.230804661376169,True,28.0,26.0,8.0,3.8033973154815612,2024-11-29 15:30:00,2024-11-29 09:16:09.103219,2024-11-29 13:04:21.333555
28.0,10,5.924889194895513,True,28.0,26.0,9.0,4.7607916217748425,2024-11-29 15:30:00,2024-11-29 09:34:30.398898,2024-11-29 14:20:09.248736
28.0,20,31.80319542662437,True,28.0,26.0,0.0,0.0,2024-11-29 15:30:00,2024-11-28 07:41:48.496464,2024-11-28 07:41:48.496464
28.0,20,31.854070087609216,True,28.0,26.0,1.0,0.18202412902610376,2024-11-29 15:30:00,2024-11-28 07:38:45.347685,2024-11-28 07:49:40.634549
28.0,20,31.855310257733436,True,28.0,26.0,2.0,0.54856747238955,2024-11-29 15:30:00,2024-11-28 07:38:40.883072,2024-11-28 08:11:35.725973
28.0,20,31.745977191900238,True,28.0,26.0,3.0,1.0195798580971314,2024-11-29 15:30:00,2024-11-28 07:45:14.482109,2024-11-28 08:46:24.969598
28.0,20,31.579586434285375,True,28.0,26.0,4.0,1.5318241665590904,2024-11-29 15:30:00,2024-11-28 07:55:13.488837,2024-11-28 09:27:08.055837
28.0,20,31.513788108319204,True,28.0,26.0,5.0,2.0390995148118236,2024-11-29 15:30:00,2024-11-28 07:59:10.362810,2024-11-28 10:01:31.121063
28.0,20,31.445832884861375,True,28.0,26.0,6.0,2.5494451535341796,2024-11-29 15:30:00,2024-11-28 08:03:15.001614,2024-11-28 10:36:13.004167
28.0,20,31.383695894428456,True,28.0,26.0,7.0,3.105171019284171,2024-11-29 15:30:00,2024-11-28 08:06:58.694780,2024-11-28 11:13:17.310449
28.0,20,31.5800456664565,True,28.0,26.0,8.0,3.8033973154815612,2024-11-29 15:30:00,2024-11-28 07:55:11.835601,2024-11-28 11:43:24.065937
28.0,20,31.274130199975843,True,28.0,26.0,9.0,4.7607916217748425,2024-11-29 15:30:00,2024-11-28 08:13:33.131280,2024-11-28 12:59:11.981118
28.0,20,31.356451270597972,True,28.0,26.0,10.0,6.007210265517642,2024-11-29 15:30:00,2024-11-28 08:08:36.775426,2024-11-28 14:09:02.732382
28.0,20,31.105423389248244,True,28.0,26.0,11.0,7.581992137471389,2024-11-29 15:30:00,2024-11-28 08:23:40.475799,2024-11-28 15:58:35.647494
28.0,20,31.036914428144883,True,28.0,26.0,12.0,9.486501450213837,2024-11-29 15:30:00,2024-11-28 08:27:47.108059,2024-11-28 17:56:58.513280
28.0,20,30.32799642844293,True,28.0,26.0,13.0,11.623765060096048,2024-11-29 15:30:00,2024-11-28 09:10:19.212858,2024-11-28 20:47:44.767074
28.0,20,30.73571805255233,True,28.0,26.0,14.0,13.874025173383416,2024-11-29 15:30:00,2024-11-28 08:45:51.415011,2024-11-28 22:38:17.905635
